id,modality,inferred_relationship,resolution,true_relationship,metadata_correct,obj_1_method,obj_1_candidate_count,obj_1_meta_row,obj_1_uuid,obj_1_image_id,obj_1_doi,obj_2_method,obj_2_candidate_count,obj_2_meta_row,obj_2_uuid,obj_2_image_id,obj_2_doi
91,text-image,same_figure,unique,same_figure,True,caption_exact,1,81486,10.3847.1538-4365.ae064c_apjsae064cf2_89015,apjsae064cf2,10.3847/1538-4365/ae064c,image_raw_exact,1,81486,10.3847.1538-4365.ae064c_apjsae064cf2_89015,apjsae064cf2,10.3847/1538-4365/ae064c
92,text-image,same_figure,unique,same_figure,True,caption_exact,1,47633,10.3847.1538-4357.ad75fd_apjad75fdf8_52229,apjad75fdf8,10.3847/1538-4357/ad75fd,image_raw_exact,1,47633,10.3847.1538-4357.ad75fd_apjad75fdf8_52229,apjad75fdf8,10.3847/1538-4357/ad75fd
93,text-image,same_figure,unique,same_figure,True,caption_exact,1,17832,10.3847.2041-8213.ac6596_apjlac6596f11_19199,apjlac6596f11,10.3847/2041-8213/ac6596,image_raw_exact,1,17832,10.3847.2041-8213.ac6596_apjlac6596f11_19199,apjlac6596f11,10.3847/2041-8213/ac6596
94,text-image,same_figure,unique,same_figure,True,caption_exact,1,33671,10.3847.1538-4365.acfaa2_apjsacfaa2f9_36666,apjsacfaa2f9,10.3847/1538-4365/acfaa2,image_raw_exact,1,33671,10.3847.1538-4365.acfaa2_apjsacfaa2f9_36666,apjsacfaa2f9,10.3847/1538-4365/acfaa2
95,text-image,same_figure,unique,same_figure,True,caption_exact,1,23220,10.3847.1538-4357.acff6e_apjacff6ef9_24925,apjacff6ef9,10.3847/1538-4357/acff6e,image_raw_exact,1,23220,10.3847.1538-4357.acff6e_apjacff6ef9_24925,apjacff6ef9,10.3847/1538-4357/acff6e
96,text-image,same_figure,unique,same_figure,True,caption_exact,1,80750,10.3847.1538-3881.ad8e3a_ajad8e3af5_88168,ajad8e3af5,10.3847/1538-3881/ad8e3a,image_raw_exact,1,80750,10.3847.1538-3881.ad8e3a_ajad8e3af5_88168,ajad8e3af5,10.3847/1538-3881/ad8e3a
97,text-image,same_figure,unique,same_figure,True,caption_exact,1,36712,10.3847.1538-4365.ac9838_apjsac9838f4_40204,apjsac9838f4,10.3847/1538-4365/ac9838,image_raw_exact,1,36712,10.3847.1538-4365.ac9838_apjsac9838f4_40204,apjsac9838f4,10.3847/1538-4365/ac9838
98,text-image,same_figure,unique,same_figure,True,caption_exact,1,5913,10.3847.1538-4357.ac86ca_apjac86caf2_6379,apjac86caf2,10.3847/1538-4357/ac86ca,image_raw_exact,1,5913,10.3847.1538-4357.ac86ca_apjac86caf2_6379,apjac86caf2,10.3847/1538-4357/ac86ca
99,text-image,same_figure,unique,same_figure,True,caption_exact,1,6386,10.3847.1538-4357.ac83ae_apjac83aef1_6897,apjac83aef1,10.3847/1538-4357/ac83ae,image_raw_exact,1,6386,10.3847.1538-4357.ac83ae_apjac83aef1_6897,apjac83aef1,10.3847/1538-4357/ac83ae
100,text-image,same_figure,unique,same_figure,True,caption_exact,1,94015,10.3847.PSJ.ae102b_psjae102bf14_102404,psjae102bf14,10.3847/psj/ae102b,image_raw_exact,1,94015,10.3847.PSJ.ae102b_psjae102bf14_102404,psjae102bf14,10.3847/psj/ae102b
101,text-image,same_figure,unique,same_figure,True,caption_exact,1,47591,10.3847.1538-4357.ad739a_apjad739af4_52187,apjad739af4,10.3847/1538-4357/ad739a,image_raw_exact,1,47591,10.3847.1538-4357.ad739a_apjad739af4_52187,apjad739af4,10.3847/1538-4357/ad739a
102,text-image,same_figure,unique,same_figure,True,caption_exact,1,39474,10.3847.2041-8213.acd242_apjlacd242f7_43363,apjlacd242f7,10.3847/2041-8213/acd242,image_raw_exact,1,39474,10.3847.2041-8213.acd242_apjlacd242f7_43363,apjlacd242f7,10.3847/2041-8213/acd242
103,text-image,same_figure,unique,same_figure,True,caption_exact,1,12411,10.3847.1538-3881.ac52f0_ajac52f0f18_13352,ajac52f0f18,10.3847/1538-3881/ac52f0,image_raw_exact,1,12411,10.3847.1538-3881.ac52f0_ajac52f0f18_13352,ajac52f0f18,10.3847/1538-3881/ac52f0
104,text-image,same_figure,unique,same_figure,True,caption_exact,1,32421,10.3847.1538-3881.acc38a_ajacc38af8_35294,ajacc38af8,10.3847/1538-3881/acc38a,image_raw_exact,1,32421,10.3847.1538-3881.acc38a_ajacc38af8_35294,ajacc38af8,10.3847/1538-3881/acc38a
105,text-image,same_figure,unique,same_figure,True,caption_exact,1,69594,10.3847.1538-4357.ae0a1d_apjae0a1df8_76442,apjae0a1df8,10.3847/1538-4357/ae0a1d,image_raw_exact,1,69594,10.3847.1538-4357.ae0a1d_apjae0a1df8_76442,apjae0a1df8,10.3847/1538-4357/ae0a1d
106,text-image,same_figure,unique,same_figure,True,caption_exact,1,39580,10.3847.2041-8213.ac9ebb_apjlac9ebbf2_43485,apjlac9ebbf2,10.3847/2041-8213/ac9ebb,image_raw_exact,1,39580,10.3847.2041-8213.ac9ebb_apjlac9ebbf2_43485,apjlac9ebbf2,10.3847/2041-8213/ac9ebb
107,text-image,same_figure,unique,same_figure,True,caption_exact,1,30129,10.3847.1538-3881.ace43b_ajace43bf9_32651,ajace43bf9,10.3847/1538-3881/ace43b,image_raw_exact,1,30129,10.3847.1538-3881.ace43b_ajace43bf9_32651,ajace43bf9,10.3847/1538-3881/ace43b
108,text-image,same_figure,unique,same_figure,True,caption_exact,1,64706,10.3847.PSJ.ad8157_psjad8157f13_71352,psjad8157f13,10.3847/psj/ad8157,image_raw_exact,1,64706,10.3847.PSJ.ad8157_psjad8157f13_71352,psjad8157f13,10.3847/psj/ad8157
109,text-image,same_figure,unique,same_figure,True,caption_exact,1,46143,10.3847.1538-4357.ad7b27_apjad7b27f5_50660,apjad7b27f5,10.3847/1538-4357/ad7b27,image_raw_exact,1,46143,10.3847.1538-4357.ad7b27_apjad7b27f5_50660,apjad7b27f5,10.3847/1538-4357/ad7b27
110,text-image,same_figure,unique,same_figure,True,caption_exact,1,76798,10.3847.1538-3881.add88b_ajadd88bf7_84034,ajadd88bf7,10.3847/1538-3881/add88b,image_raw_exact,1,76798,10.3847.1538-3881.add88b_ajadd88bf7_84034,ajadd88bf7,10.3847/1538-3881/add88b
111,text-image,same_figure,unique,same_figure,True,caption_exact,1,39981,10.3847.2041-8213.acbb03_apjlacbb03f4_43939,apjlacbb03f4,10.3847/2041-8213/acbb03,image_raw_exact,1,39981,10.3847.2041-8213.acbb03_apjlacbb03f4_43939,apjlacbb03f4,10.3847/2041-8213/acbb03
112,text-image,same_figure,unique,same_figure,True,caption_exact,1,7095,10.3847.1538-4357.ac7a3c_apjac7a3cf1_7630,apjac7a3cf1,10.3847/1538-4357/ac7a3c,image_raw_exact,1,7095,10.3847.1538-4357.ac7a3c_apjac7a3cf1_7630,apjac7a3cf1,10.3847/1538-4357/ac7a3c
113,text-image,same_figure,unique,same_figure,True,caption_exact,1,49525,10.3847.1538-4357.ad73a5_apjad73a5f2_54484,apjad73a5f2,10.3847/1538-4357/ad73a5,image_raw_exact,1,49525,10.3847.1538-4357.ad73a5_apjad73a5f2_54484,apjad73a5f2,10.3847/1538-4357/ad73a5
114,text-image,same_figure,unique,same_figure,True,caption_exact,1,67661,10.3847.1538-4357.ae18d9_apjae18d9f3_74487,apjae18d9f3,10.3847/1538-4357/ae18d9,image_raw_exact,1,67661,10.3847.1538-4357.ae18d9_apjae18d9f3_74487,apjae18d9f3,10.3847/1538-4357/ae18d9
115,text-image,same_figure,unique,same_figure,True,caption_exact,1,74975,10.3847.1538-3881.adfbeb_ajadfbebf16_82157,ajadfbebf16,10.3847/1538-3881/adfbeb,image_raw_exact,1,74975,10.3847.1538-3881.adfbeb_ajadfbebf16_82157,ajadfbebf16,10.3847/1538-3881/adfbeb
116,text-image,same_figure,unique,same_figure,True,caption_exact,1,13769,10.3847.1538-4365.ac78eb_apjsac78ebf5_14870,apjsac78ebf5,10.3847/1538-4365/ac78eb,image_raw_exact,1,13769,10.3847.1538-4365.ac78eb_apjsac78ebf5_14870,apjsac78ebf5,10.3847/1538-4365/ac78eb
117,text-image,same_figure,unique,same_figure,True,caption_exact,1,50263,10.3847.1538-4357.ad6b94_apjad6b94f8_55324,apjad6b94f8,10.3847/1538-4357/ad6b94,image_raw_exact,1,50263,10.3847.1538-4357.ad6b94_apjad6b94f8_55324,apjad6b94f8,10.3847/1538-4357/ad6b94
118,text-image,same_figure,unique,same_figure,True,caption_exact,1,76134,10.3847.1538-3881.ade8f3_ajade8f3f1_83350,ajade8f3f1,10.3847/1538-3881/ade8f3,image_raw_exact,1,76134,10.3847.1538-3881.ade8f3_ajade8f3f1_83350,ajade8f3f1,10.3847/1538-3881/ade8f3
119,text-image,same_figure,unique,same_figure,True,caption_exact,1,34205,10.3847.1538-4365.acf566_apjsacf566f8_37276,apjsacf566f8,10.3847/1538-4365/acf566,image_raw_exact,1,34205,10.3847.1538-4365.acf566_apjsacf566f8_37276,apjsacf566f8,10.3847/1538-4365/acf566
120,text-image,same_figure,unique,same_figure,True,caption_exact,1,15704,10.3847.1538-4365.ac3078_apjsac3078f2_16917,apjsac3078f2,10.3847/1538-4365/ac3078,image_raw_exact,1,15704,10.3847.1538-4365.ac3078_apjsac3078f2_16917,apjsac3078f2,10.3847/1538-4365/ac3078
121,text-image,same_figure,unique,same_figure,True,caption_exact,1,24166,10.3847.1538-4357.acfb88_apjacfb88f9_26007,apjacfb88f9,10.3847/1538-4357/acfb88,image_raw_exact,1,24166,10.3847.1538-4357.acfb88_apjacfb88f9_26007,apjacfb88f9,10.3847/1538-4357/acfb88
122,text-image,same_figure,unique,same_figure,True,caption_exact,1,27371,10.3847.1538-4357.ace535_apjace535f6_29589,apjace535f6,10.3847/1538-4357/ace535,image_raw_exact,1,27371,10.3847.1538-4357.ace535_apjace535f6_29589,apjace535f6,10.3847/1538-4357/ace535
123,text-image,same_figure,unique,same_figure,True,caption_exact,1,92830,10.3847.PSJ.adcc21_psjadcc21f2_101160,psjadcc21f2,10.3847/psj/adcc21,image_raw_exact,1,92830,10.3847.PSJ.adcc21_psjadcc21f2_101160,psjadcc21f2,10.3847/psj/adcc21
124,text-image,same_figure,unique,same_figure,True,caption_exact,1,12455,10.3847.1538-3881.ac52f0_ajac52f0f2_13401,ajac52f0f2,10.3847/1538-3881/ac52f0,image_raw_exact,1,12455,10.3847.1538-3881.ac52f0_ajac52f0f2_13401,ajac52f0f2,10.3847/1538-3881/ac52f0
125,text-image,unmatched,ambiguous_disagreement,same_figure,,caption_exact_ambiguous,3,,,,,image_raw_exact,1,57084,10.3847.1538-4365.ad61e6_apjsad61e6f10a_62848,apjsad61e6f10a,10.3847/1538-4365/ad61e6
126,text-image,same_figure,unique,same_figure,True,caption_exact,1,71376,10.3847.1538-4357.ae032b_apjae032bf4_78309,apjae032bf4,10.3847/1538-4357/ae032b,image_raw_exact,1,71376,10.3847.1538-4357.ae032b_apjae032bf4_78309,apjae032bf4,10.3847/1538-4357/ae032b
127,text-image,same_figure,unique,same_figure,True,caption_exact,1,14405,10.3847.1538-4365.ac589c_apjsac589cf20_15606,apjsac589cf20,10.3847/1538-4365/ac589c,image_raw_exact,1,14405,10.3847.1538-4365.ac589c_apjsac589cf20_15606,apjsac589cf20,10.3847/1538-4365/ac589c
128,text-image,same_figure,unique,same_figure,True,caption_exact,1,33061,10.3847.1538-3881.acbf39_ajacbf39f2_36004,ajacbf39f2,10.3847/1538-3881/acbf39,image_raw_exact,1,33061,10.3847.1538-3881.acbf39_ajacbf39f2_36004,ajacbf39f2,10.3847/1538-3881/acbf39
129,text-image,same_figure,unique,same_figure,True,caption_exact,1,73618,10.3847.1538-4357.adf4cf_apjadf4cff19_80701,apjadf4cff19,10.3847/1538-4357/adf4cf,image_raw_exact,1,73618,10.3847.1538-4357.adf4cf_apjadf4cff19_80701,apjadf4cff19,10.3847/1538-4357/adf4cf
130,text-image,same_figure,unique,same_figure,True,caption_exact,1,55879,10.3847.1538-3881.ad2c8b_ajad2c8bf12_61535,ajad2c8bf12,10.3847/1538-3881/ad2c8b,image_raw_exact,1,55879,10.3847.1538-3881.ad2c8b_ajad2c8bf12_61535,ajad2c8bf12,10.3847/1538-3881/ad2c8b
131,text-image,same_figure,unique,same_figure,True,caption_exact,1,91604,10.3847.PSJ.ad9565_psjad9565f15_99879,psjad9565f15,10.3847/psj/ad9565,image_raw_exact,1,91604,10.3847.PSJ.ad9565_psjad9565f15_99879,psjad9565f15,10.3847/psj/ad9565
132,text-image,same_figure,unique,same_figure,True,caption_exact,1,8873,10.3847.1538-3881.ac866d_ajac866df9_9553,ajac866df9,10.3847/1538-3881/ac866d,image_raw_exact,1,8873,10.3847.1538-3881.ac866d_ajac866df9_9553,ajac866df9,10.3847/1538-3881/ac866d
133,text-image,same_figure,unique,same_figure,True,caption_exact,1,7529,10.3847.1538-4357.ac8b02_apjac8b02f5_8064,apjac8b02f5,10.3847/1538-4357/ac8b02,image_raw_exact,1,7529,10.3847.1538-4357.ac8b02_apjac8b02f5_8064,apjac8b02f5,10.3847/1538-4357/ac8b02
134,text-image,same_figure,unique,same_figure,True,caption_exact,1,53881,10.3847.1538-3881.ad34d9_ajad34d9f11_59312,ajad34d9f11,10.3847/1538-3881/ad34d9,image_raw_exact,1,53881,10.3847.1538-3881.ad34d9_ajad34d9f11_59312,ajad34d9f11,10.3847/1538-3881/ad34d9
135,text-image,same_figure,unique,same_figure,True,caption_exact,1,30568,10.3847.1538-3881.ad06b1_ajad06b1f3_33159,ajad06b1f3,10.3847/1538-3881/ad06b1,image_raw_exact,1,30568,10.3847.1538-3881.ad06b1_ajad06b1f3_33159,ajad06b1f3,10.3847/1538-3881/ad06b1
136,text-image,same_figure,unique,same_figure,True,caption_exact,1,75950,10.3847.1538-3881.addf38_ajaddf38f15_83149,ajaddf38f15,10.3847/1538-3881/addf38,image_raw_exact,1,75950,10.3847.1538-3881.addf38_ajaddf38f15_83149,ajaddf38f15,10.3847/1538-3881/addf38
137,text-image,same_figure,unique,same_figure,True,caption_exact,1,26890,10.3847.1538-4357.aced44_apjaced44f1_29039,apjaced44f1,10.3847/1538-4357/aced44,image_raw_exact,1,26890,10.3847.1538-4357.aced44_apjaced44f1_29039,apjaced44f1,10.3847/1538-4357/aced44
138,text-image,same_figure,unique,same_figure,True,caption_exact,1,44861,10.3847.1538-4357.ad8bc0_apjad8bc0f16_49261,apjad8bc0f16,10.3847/1538-4357/ad8bc0,image_raw_exact,1,44861,10.3847.1538-4357.ad8bc0_apjad8bc0f16_49261,apjad8bc0f16,10.3847/1538-4357/ad8bc0
139,text-image,same_figure,unique,same_figure,True,caption_exact,1,65446,10.3847.PSJ.ad49a2_psjad49a2f13_72230,psjad49a2f13,10.3847/psj/ad49a2,image_raw_exact,1,65446,10.3847.PSJ.ad49a2_psjad49a2f13_72230,psjad49a2f13,10.3847/psj/ad49a2
140,text-image,same_figure,unique,same_figure,True,caption_exact,1,93760,10.3847.PSJ.adc006_psjadc006f9_102131,psjadc006f9,10.3847/psj/adc006,image_raw_exact,1,93760,10.3847.PSJ.adc006_psjadc006f9_102131,psjadc006f9,10.3847/psj/adc006
141,text-image,same_figure,unique,same_figure,True,caption_exact,1,90853,10.3847.2041-8213.adaf22_apjladaf22f2_99035,apjladaf22f2,10.3847/2041-8213/adaf22,image_raw_exact,1,90853,10.3847.2041-8213.adaf22_apjladaf22f2_99035,apjladaf22f2,10.3847/2041-8213/adaf22
142,text-image,same_figure,unique,same_figure,True,caption_exact,1,1461,10.3847.1538-4357.aca27d_apjaca27df12_1575,apjaca27df12,10.3847/1538-4357/aca27d,image_raw_exact,1,1461,10.3847.1538-4357.aca27d_apjaca27df12_1575,apjaca27df12,10.3847/1538-4357/aca27d
143,text-image,same_figure,unique,same_figure,True,caption_exact,1,36846,10.3847.1538-4365.aca276_apjsaca276f15_40338,apjsaca276f15,10.3847/1538-4365/aca276,image_raw_exact,1,36846,10.3847.1538-4365.aca276_apjsaca276f15_40338,apjsaca276f15,10.3847/1538-4365/aca276
144,text-image,same_figure,unique,same_figure,True,caption_exact,1,10816,10.3847.1538-3881.ac5908_ajac5908f9_11688,ajac5908f9,10.3847/1538-3881/ac5908,image_raw_exact,1,10816,10.3847.1538-3881.ac5908_ajac5908f9_11688,ajac5908f9,10.3847/1538-3881/ac5908
145,text-image,same_figure,unique,same_figure,True,caption_exact,1,39886,10.3847.2041-8213.acc015_apjlacc015f4_43831,apjlacc015f4,10.3847/2041-8213/acc015,image_raw_exact,1,39886,10.3847.2041-8213.acc015_apjlacc015f4_43831,apjlacc015f4,10.3847/2041-8213/acc015
146,text-image,same_figure,unique,same_figure,True,caption_exact,1,70019,10.3847.1538-4357.ae0c19_apjae0c19f10_76883,apjae0c19f10,10.3847/1538-4357/ae0c19,image_raw_exact,1,70019,10.3847.1538-4357.ae0c19_apjae0c19f10_76883,apjae0c19f10,10.3847/1538-4357/ae0c19
147,text-image,same_figure,unique,same_figure,True,caption_exact,1,47568,10.3847.1538-4357.ad8a60_apjad8a60f6_52157,apjad8a60f6,10.3847/1538-4357/ad8a60,image_raw_exact,1,47568,10.3847.1538-4357.ad8a60_apjad8a60f6_52157,apjad8a60f6,10.3847/1538-4357/ad8a60
148,text-image,same_figure,unique,same_figure,True,caption_exact,1,76336,10.3847.1538-3881.adf730_ajadf730f8_83552,ajadf730f8,10.3847/1538-3881/adf730,image_raw_exact,1,76336,10.3847.1538-3881.adf730_ajadf730f8_83552,ajadf730f8,10.3847/1538-3881/adf730
149,text-image,same_figure,unique,same_figure,True,caption_exact,1,40672,10.3847.2041-8213.aca4d3_apjlaca4d3f1_44692,apjlaca4d3f1,10.3847/2041-8213/aca4d3,image_raw_exact,1,40672,10.3847.2041-8213.aca4d3_apjlaca4d3f1_44692,apjlaca4d3f1,10.3847/2041-8213/aca4d3
150,text-image,same_figure,unique,same_figure,True,caption_exact,1,19168,10.3847.PSJ.ac3513_psjac3513f14_20573,psjac3513f14,10.3847/psj/ac3513,image_raw_exact,1,19168,10.3847.PSJ.ac3513_psjac3513f14_20573,psjac3513f14,10.3847/psj/ac3513
151,text-image,same_figure,unique,same_figure,True,caption_exact,1,47173,10.3847.1538-4357.ad8442_apjad8442f9_51747,apjad8442f9,10.3847/1538-4357/ad8442,image_raw_exact,1,47173,10.3847.1538-4357.ad8442_apjad8442f9_51747,apjad8442f9,10.3847/1538-4357/ad8442
152,text-image,same_figure,unique,same_figure,True,caption_exact,1,3947,10.3847.1538-4357.ac8f47_apjac8f47f3_4298,apjac8f47f3,10.3847/1538-4357/ac8f47,image_raw_exact,1,3947,10.3847.1538-4357.ac8f47_apjac8f47f3_4298,apjac8f47f3,10.3847/1538-4357/ac8f47
153,text-image,same_figure,unique,same_figure,True,caption_exact,1,88352,10.3847.2041-8213.adeb7c_apjladeb7cf2_96370,apjladeb7cf2,10.3847/2041-8213/adeb7c,image_raw_exact,1,88352,10.3847.2041-8213.adeb7c_apjladeb7cf2_96370,apjladeb7cf2,10.3847/2041-8213/adeb7c
154,text-image,same_figure,unique,same_figure,True,caption_exact,1,46000,10.3847.1538-4357.ad7f4b_apjad7f4bf5_50498,apjad7f4bf5,10.3847/1538-4357/ad7f4b,image_raw_exact,1,46000,10.3847.1538-4357.ad7f4b_apjad7f4bf5_50498,apjad7f4bf5,10.3847/1538-4357/ad7f4b
155,text-image,same_figure,unique,same_figure,True,caption_exact,1,39431,10.3847.2041-8213.accd6d_apjlaccd6df1_43313,apjlaccd6df1,10.3847/2041-8213/accd6d,image_raw_exact,1,39431,10.3847.2041-8213.accd6d_apjlaccd6df1_43313,apjlaccd6df1,10.3847/2041-8213/accd6d
156,text-image,same_figure,unique,same_figure,True,caption_exact,1,74829,10.3847.1538-3881.adc389_ajadc389f5_82001,ajadc389f5,10.3847/1538-3881/adc389,image_raw_exact,1,74829,10.3847.1538-3881.adc389_ajadc389f5_82001,ajadc389f5,10.3847/1538-3881/adc389
157,text-image,same_figure,unique,same_figure,True,caption_exact,1,93454,10.3847.PSJ.ae1b87_psjae1b87f1_101817,psjae1b87f1,10.3847/psj/ae1b87,image_raw_exact,1,93454,10.3847.PSJ.ae1b87_psjae1b87f1_101817,psjae1b87f1,10.3847/psj/ae1b87
158,text-image,same_figure,unique,same_figure,True,caption_exact,1,82190,10.3847.1538-4365.ae00b9_apjsae00b9f11_89719,apjsae00b9f11,10.3847/1538-4365/ae00b9,image_raw_exact,1,82190,10.3847.1538-4365.ae00b9_apjsae00b9f11_89719,apjsae00b9f11,10.3847/1538-4365/ae00b9
159,text-image,same_figure,unique,same_figure,True,caption_exact,1,12482,10.3847.1538-3881.ac66db_ajac66dbf10_13428,ajac66dbf10,10.3847/1538-3881/ac66db,image_raw_exact,1,12482,10.3847.1538-3881.ac66db_ajac66dbf10_13428,ajac66dbf10,10.3847/1538-3881/ac66db
160,text-image,same_figure,unique,same_figure,True,caption_exact,1,10885,10.3847.1538-3881.ac3079_ajac3079f6_11765,ajac3079f6,10.3847/1538-3881/ac3079,image_raw_exact,1,10885,10.3847.1538-3881.ac3079_ajac3079f6_11765,ajac3079f6,10.3847/1538-3881/ac3079
161,text-image,same_figure,unique,same_figure,True,caption_exact,1,45544,10.3847.1538-4357.ad834b_apjad834bf9_49995,apjad834bf9,10.3847/1538-4357/ad834b,image_raw_exact,1,45544,10.3847.1538-4357.ad834b_apjad834bf9_49995,apjad834bf9,10.3847/1538-4357/ad834b
162,text-image,same_figure,unique,same_figure,True,caption_exact,1,53485,10.3847.1538-3881.ad79f3_ajad79f3f6_58846,ajad79f3f6,10.3847/1538-3881/ad79f3,image_raw_exact,1,53485,10.3847.1538-3881.ad79f3_ajad79f3f6_58846,ajad79f3f6,10.3847/1538-3881/ad79f3
163,text-image,same_figure,unique,same_figure,True,caption_exact,1,45414,10.3847.1538-4357.ad7c4b_apjad7c4bf2_49840,apjad7c4bf2,10.3847/1538-4357/ad7c4b,image_raw_exact,1,45414,10.3847.1538-4357.ad7c4b_apjad7c4bf2_49840,apjad7c4bf2,10.3847/1538-4357/ad7c4b
164,text-image,same_figure,unique,same_figure,True,caption_exact,1,12655,10.3847.1538-4365.ac9127_apjsac9127f17_13643,apjsac9127f17,10.3847/1538-4365/ac9127,image_raw_exact,1,12655,10.3847.1538-4365.ac9127_apjsac9127f17_13643,apjsac9127f17,10.3847/1538-4365/ac9127
165,text-image,same_figure,unique,same_figure,True,caption_exact,1,11065,10.3847.1538-3881.ac6bf6_ajac6bf6f7_11981,ajac6bf6f7,10.3847/1538-3881/ac6bf6,image_raw_exact,1,11065,10.3847.1538-3881.ac6bf6_ajac6bf6f7_11981,ajac6bf6f7,10.3847/1538-3881/ac6bf6
166,text-image,same_figure,unique,same_figure,True,caption_exact,1,70032,10.3847.1538-4357.ae0c96_apjae0c96f7_76896,apjae0c96f7,10.3847/1538-4357/ae0c96,image_raw_exact,1,70032,10.3847.1538-4357.ae0c96_apjae0c96f7_76896,apjae0c96f7,10.3847/1538-4357/ae0c96
167,text-image,same_figure,unique,same_figure,True,caption_exact,1,7896,10.3847.1538-3881.ac8f25_ajac8f25f4_8492,ajac8f25f4,10.3847/1538-3881/ac8f25,image_raw_exact,1,7896,10.3847.1538-3881.ac8f25_ajac8f25f4_8492,ajac8f25f4,10.3847/1538-3881/ac8f25
168,text-image,same_figure,unique,same_figure,True,caption_exact,1,17788,10.3847.2041-8213.ac6615_apjlac6615f3_19130,apjlac6615f3,10.3847/2041-8213/ac6615,image_raw_exact,1,17788,10.3847.2041-8213.ac6615_apjlac6615f3_19130,apjlac6615f3,10.3847/2041-8213/ac6615
169,text-image,same_figure,unique,same_figure,True,caption_exact,1,38804,10.3847.2041-8213.acda9a_apjlacda9af31_42514,apjlacda9af31,10.3847/2041-8213/acda9a,image_raw_exact,1,38804,10.3847.2041-8213.acda9a_apjlacda9af31_42514,apjlacda9af31,10.3847/2041-8213/acda9a
170,text-image,same_figure,unique,same_figure,True,caption_exact,1,49638,10.3847.1538-4357.ad7a75_apjad7a75f15_54597,apjad7a75f15,10.3847/1538-4357/ad7a75,image_raw_exact,1,49638,10.3847.1538-4357.ad7a75_apjad7a75f15_54597,apjad7a75f15,10.3847/1538-4357/ad7a75
171,text-image,same_figure,unique,same_figure,True,caption_exact,1,27355,10.3847.1538-4357.ace698_apjace698f8_29573,apjace698f8,10.3847/1538-4357/ace698,image_raw_exact,1,27355,10.3847.1538-4357.ace698_apjace698f8_29573,apjace698f8,10.3847/1538-4357/ace698
172,text-image,same_figure,unique,same_figure,True,caption_exact,1,54412,10.3847.1538-3881.ad2a52_ajad2a52f7_59948,ajad2a52f7,10.3847/1538-3881/ad2a52,image_raw_exact,1,54412,10.3847.1538-3881.ad2a52_ajad2a52f7_59948,ajad2a52f7,10.3847/1538-3881/ad2a52
173,text-image,same_figure,unique,same_figure,True,caption_exact,1,73190,10.3847.1538-4357.adfece_apjadfecef5_80226,apjadfecef5,10.3847/1538-4357/adfece,image_raw_exact,1,73190,10.3847.1538-4357.adfece_apjadfecef5_80226,apjadfecef5,10.3847/1538-4357/adfece
174,text-image,same_figure,unique,same_figure,True,caption_exact,1,24560,10.3847.1538-4357.acefd4_apjacefd4f15_26435,apjacefd4f15,10.3847/1538-4357/acefd4,image_raw_exact,1,24560,10.3847.1538-4357.acefd4_apjacefd4f15_26435,apjacefd4f15,10.3847/1538-4357/acefd4
175,text-image,same_figure,unique,same_figure,True,caption_exact,1,75157,10.3847.1538-3881.ae14f8_ajae14f8f6_82339,ajae14f8f6,10.3847/1538-3881/ae14f8,image_raw_exact,1,75157,10.3847.1538-3881.ae14f8_ajae14f8f6_82339,ajae14f8f6,10.3847/1538-3881/ae14f8
176,text-image,same_figure,unique,same_figure,True,caption_exact,1,51024,10.3847.1538-3881.ad7132_ajad7132f12_56160,ajad7132f12,10.3847/1538-3881/ad7132,image_raw_exact,1,51024,10.3847.1538-3881.ad7132_ajad7132f12_56160,ajad7132f12,10.3847/1538-3881/ad7132
